날짜,선행종합지수(2020=100),재고순환지표(%p),경제심리지수,기계류내수출하지수(선박제외)(2020=100),건설수주액(실질)(십억원),수출입물가비율(2015=100),코스피(1980.1.4=100),장단기금리차(%p),동행종합지수(2020=100),광공업생산지수(2020=100),서비스업생산지수(도소매업제외)(2020=100),건설기성액(실질)(십억원),소매판매액지수(2020=100),내수출하지수(2020=100),수입액(실질)(백만불),비농림어업취업자수(천명),후행종합지수(2020=100),생산자제품재고지수(2020=100),소비자물가지수변화율(서비스),소비재수입액(실질)(백만불),취업자수(천명),CP유통수익률(%p),실업률총계,실_15-19세,실_20-29세,실_30-39세,실_40-49세,실_50-59세,실_60세이상,경제위기,국내총생산(GDP)(당해년 가격) (10억원\),1인당 GDP(당해년 가격) (만원),GDP 성장률 (%),소비자물가지수,농산물및석유류제외지수,식료품 및 에너지제외 지수,기준금리,원달러환율,달러인덱스,미_경기침체데이터,미_실업률,미_cpi,미_mom,미_yoy,미_corecpi,미_coremom,미_coreyoy,콜금리,South Korea,Korea Text,United States of America,US Text,동행지수순환변동치,선행지수순환변동치,BSI_전산업,BSI_제조업,BSI_비제조업,뉴스심리지수,현재경기판단,현재생활형편,소비자심리지수(CCSI),up_down,미_금리,미국채_2,미국채_5,미국채_10,미국채_20
2015-04-01,83.3,-2.8,102,101.1,10031,98.5,2027,0.14,88.3,94.1,92.2,8168,88.4,95.5,35853.7,24731.7,85.9,85.5,1.7,5536.7,26102.1,2,3.9,9,10.2,3.6,2.4,2.5,2.3,0,411386.8,3250.1,2,94.625,94.039,94.194,1.75,1072.4,106.3522818,0,5.4,236.222,0.10424789,-0.104030989,236.222,1.802827833,0.245477768,1.73,75.14,메르스,103.544957,브렉시트,99.3,100.4,78,80,76,115.28,77,92,104.6,1,0.12,0.54,1.354545455,1.935,2.334090909
2015-05-01,83.7,-3,101.7,100,11749.7,98.8,2078.3,0.22,88,93.2,92.2,8066.9,88.1,94.9,35566.6,24723.8,86,86.2,1.6,5442.9,26081.5,1.9,3.7,6.7,9.4,3.1,2.7,2.6,2.3,0,411386.8,3250.1,2,94.89,94.303,94.383,1.75,1108.2,105.406515,0,5.6,237.001,0.329774534,0.035033218,237.001,1.750944095,0.14170527,1.74,73.83,메르스,102.3186965,브렉시트,98.7,100.6,75,73,76,109.25,79,93,105.9,0,0.12,0.609,1.5385,2.1975,2.692
2015-06-01,83.9,-4.4,98.6,100,11189.4,99.2,2095.3,0.32,88.2,93.2,92.1,8226.4,87.6,95.6,35462.9,24743.7,86.2,87.6,1.6,5422.2,26091.2,1.8,3.8,15.3,9.8,3.3,2.3,2.7,2.1,0,411386.8,3250.1,2,94.909,94.322,94.345,1.5,1115.5,106.1789864,0,5.3,237.657,0.276792081,0.17957181,237.657,1.777267624,0.155572474,1.57,109.8,메르스,115.8802867,브렉시트,98.6,100.4,66,66,65,100.91,65,90,98.7,1,0.13,0.688636364,1.683636364,2.363636364,2.845454545
2015-07-01,84.1,-5.6,96,99.9,11242.1,99.6,2078.9,0.47,88.5,92.7,92.3,8326.9,87.2,95.7,35956.4,24782.5,86.5,88.6,1.8,5442,26126.2,1.8,3.6,14.9,8.9,2.9,2.4,2.5,2.3,0,420790.8,3250.1,3.3,95.08,94.548,94.78,1.5,1170,108.1235682,0,5.2,238.034,0.158631978,0.225686111,238.034,1.834631289,0.206970058,1.48,88.78,美 금리인상 시사 및 화폐개혁 논란,98.73479281,브렉시트,98.5,100.3,70,70,69,102.89,63,89,100.7,1,0.13,0.667727273,1.632272727,2.324545455,2.766363636
2015-08-01,84.4,-6.3,94.3,103.4,10458.5,100.5,2024.8,0.5,89.2,93.7,92.8,8510.7,87,97.6,36527.8,24827,86.8,90,1.9,5565.9,26158.8,1.7,3.4,10.1,7.8,3,2.5,2.5,2,0,420790.8,3250.1,3.3,95.213,94.699,94.969,1.5,1182.5,109.9767476,0,5.1,238.033,-0.000420108,0.241303799,238.033,1.850632327,0.103889679,1.49,94.78,美 금리인상 시사 및 화폐개혁 논란,156.5036298,브렉시트,99,100.2,69,68,70,95.62,71,90,102,1,0.14,0.697619048,1.541428571,2.167142857,2.546666667
2015-09-01,84.9,-4.7,95.9,104.7,13341.3,101.1,1983.4,0.47,90,94.5,93.3,8806.6,88.2,98.9,36990.5,24884.8,87.1,90.6,2,5574.4,26216,1.7,3.2,9.1,7.9,3.1,2.1,2.1,1.8,0,420790.8,3250.1,3.3,94.966,94.529,94.752,1.5,1185.3,110.8512571,0,5,237.498,-0.224758752,0.008842962,237.498,1.897096145,0.205504557,1.48,88.36,美 금리인상 시사 및 화폐개혁 논란,171.9326776,브렉시트,99.6,100.4,69,68,70,100.75,73,91,103.2,1,0.14,0.713333333,1.49,2.172857143,2.618095238
2015-10-01,85.2,-2.8,96.5,105,13650.7,101.1,1970.9,0.38,90.7,95.4,93.6,8932.3,89.6,99.7,37368,24927.3,87.4,90.8,2,5686.3,26244.9,1.7,3.1,8.1,7.4,2.9,2,2,2.2,0,431569.8,3250.1,3.4,94.966,94.728,94.846,1.5,1140.1,109.9035714,0,5,237.733,0.098948202,0.127616561,237.733,1.913533536,0.185766657,1.48,79.45,조선업 구조조정,110.7019377,브렉시트,100.1,100.3,73,71,74,109.66,81,92,105.7,1,0.12,0.644761905,1.385714286,2.07,2.502857143
2015-11-01,85.4,-2.6,96.5,103.1,14363.3,101,1989,0.38,90.8,95.3,93.6,8892.9,90.4,99.2,37228,24963.9,87.6,90.3,2,5576.4,26263.6,1.7,3,7.3,8.2,2.9,1.8,1.8,1.9,0,431569.8,3250.1,3.4,94.786,94.765,94.903,1.5,1158.1,111.6916105,0,5.1,238.017,0.119461749,0.436318217,238.017,1.997427524,0.194036953,1.49,82.18,조선업 구조조정,89.58371044,브렉시트,99.9,100.2,69,68,70,106.13,79,92,106.3,1,0.12,0.884736842,1.671052632,2.263157895,2.686315789
2015-12-01,85.4,-3.8,95.6,100.8,10451.7,101.4,1999.6,0.39,90.9,94.5,94.1,8894.1,91.1,98.9,36927.1,25005.1,87.8,89.3,2.1,5681.5,26304.2,1.8,3.2,11.1,8.3,2.7,2.2,1.9,2.1,0,431569.8,3250.1,3.4,95.07,94.964,95.111,1.5,1172.5,112.7857409,0,5,237.761,-0.107555343,0.638724752,237.761,2.071507279,0.12528609,1.48,111.12,조선업 구조조정,101.9634329,브렉시트,99.8,99.9,69,67,70,101.4,75,91,103.1,1,0.24,0.982727273,1.698636364,2.242727273,2.607272727
2016-01-01,85.5,-6.8,94.4,97.5,10620.6,102.7,1957.7,0.39,90.8,93.9,94,8986.9,91.1,98.3,36350.7,25029.1,88.1,89.7,2.2,5690.4,26327.7,1.8,3.7,10.2,9.4,2.7,2.1,2.4,3.7,0,413495.1,3398.8,2.8,95.232,95.303,95.555,1.5,1199.1,115.2343875,0,4.8,237.652,-0.045844356,1.237502503,237.652,2.145022539,0.166839094,1.49,127.15,조선업 구조조정,154.8573306,브렉시트,99.5,99.6,67,65,68,96.32,68,90,100.4,1,0.34,0.899473684,1.518421053,2.085263158,2.488947368
2016-02-01,85.5,-8.6,93,94.2,11050,103.5,1922.3,0.27,91,94.1,94.3,9126.4,91.1,97.8,36159.3,25028.9,88.4,90.7,2.3,5728.2,26341.3,1.8,4.9,13,12.4,3.4,2.7,2.6,6.1,0,413495.1,3398.8,2.8,95.64,95.539,95.782,1.5,1236.7,114.281735,0,4.9,237.336,-0.132967532,0.847277579,237.336,2.222573822,0.226572228,1.49,116.38,조선업 구조조정,148.3217888,브렉시트,99.4,99.2,63,63,64,94.67,65,90,98.2,1,0.38,0.7335,1.222,1.7795,2.199
2016-03-01,85.8,-8.3,93.1,94.8,12415.2,103.4,1923.9,0.17,91,94.9,94.2,9175.4,91.2,97.9,35837.7,24988.6,88.6,92.2,2.4,5638.8,26300.2,1.8,4.2,14.6,11.6,3.3,2.5,2.7,2.9,0,413495.1,3398.8,2.8,95.393,95.605,95.905,1.5,1143.5,111.8933913,0,5,238.08,0.313479624,0.891616097,238.08,2.142426949,0.1641481,1.49,81.1,조선업 구조조정,130.4901593,브렉시트,99.2,99.2,68,68,68,103.73,69,91,100.4,1,0.36,0.875,1.375909091,1.889090909,2.275909091
2016-04-01,86.1,-6.7,94.2,95.1,12677.6,102.3,1957.8,0.1,91.2,95.1,94.6,9251.1,91.1,98.1,35554.6,24968.2,88.8,92.1,2.4,5617.2,26272.6,1.7,3.9,11.7,10.9,3.3,2.3,2.4,2.3,0,434536.3,3398.8,3.6,95.573,95.794,96.075,1.5,1139.3,110.0170762,0,5.1,238.992,0.383064516,1.17262575,238.992,2.156654761,0.259441347,1.49,96.65,조선업 구조조정,96.41341581,브렉시트,99.1,99.3,70,71,70,100.8,74,91,102,1,0.37,0.768095238,1.258095238,1.805238095,2.21047619
2016-05-01,86.4,-3.7,95.1,98,11367.6,101.1,1979.8,0.09,91.7,95.8,94.7,9412.4,92,98.6,36015.7,24988.9,89,91.7,2.4,5691,26272.7,1.7,3.6,10.7,9.7,3.1,2.2,2.4,2.4,0,434536.3,3398.8,3.6,95.63,95.964,96.302,1.5,1191.7,111.1405143,0,4.8,239.557,0.236409587,1.078476462,239.557,2.254559597,0.23767902,1.49,85.43,조선업 구조조정,96.22233274,브렉시트,99.4,99.3,71,71,71,96.88,70,91,99.6,0,0.37,0.816190476,1.30047619,1.806190476,2.216666667
2016-06-01,86.7,-1.5,95.3,98.5,10854,100.2,1980,0.09,92.1,96,95.2,9583.3,92.5,98.7,36073.5,25057.4,89.2,90.9,2.4,5802.8,26310.9,1.6,3.6,9.7,10.4,3.1,1.9,2.3,2,0,434536.3,3398.8,3.6,95.611,96.04,96.321,1.25,1151.8,111.5596273,0,4.9,240.222,0.277595729,1.079286535,240.222,2.262211647,0.163067448,1.28,113.03,조선업 구조조정,233.956103,브렉시트,99.7,99.3,71,71,71,91.55,68,91,99.2,1,0.38,0.731363636,1.166363636,1.644090909,2.019090909
2016-07-01,87.1,0.8,95,100.6,11755.5,99.9,1982.1,0.07,92.6,96.5,95.6,9791,92.4,99.1,36116.7,25127.1,89.3,90.4,2.3,5688.9,26363.1,1.6,3.5,8.3,9.3,3.1,2,2.4,2.2,0,439479.8,3398.8,2.8,95.431,95.813,96.529,1.25,1120.2,112.47729,0,4.8,240.101,-0.050370074,0.868363343,240.101,2.170139962,0.116748808,1.23,104.16,국정농단,164.4584005,트럼프 당선,99.9,99.4,71,72,70,104.94,71,91,101.4,1,0.39,0.6725,1.0715,1.504,1.8225
2016-08-01,87.5,1,95.9,101.5,13300,99.9,2005.4,0.06,92.9,95.7,96,9992.3,92.3,99.2,36484.1,25197.4,89.5,89.7,2.3,5679.9,26436.5,1.5,3.6,8.2,9.4,3.2,2.1,2.3,2.4,0,439479.8,3398.8,2.8,95.677,95.936,96.708,1.25,1114.8,111.4383696,0,4.9,240.545,0.184922179,1.05531586,240.545,2.308734561,0.239681393,1.23,82.98,국정농단,106.8856228,트럼프 당선,100.1,99.5,72,71,73,98.43,74,91,102.3,1,0.4,0.737391304,1.133043478,1.556521739,1.889565217
2016-09-01,87.9,0.9,96.9,103.7,13768.5,100.3,2027.3,0.05,93,95.2,96.3,10093.7,91.1,99.6,36407,25219.8,89.6,89.5,2.2,5663.1,26468,1.5,3.5,7.6,9.5,3.2,2.1,2.3,2.3,0,439479.8,3398.8,2.8,96.247,95.974,96.642,1.25,1101.3,112.3168619,0,5,241.176,0.262320979,1.54864462,241.176,2.271120683,0.168663932,1.24,76.35,국정농단,86.34353838,트럼프 당선,99.9,99.7,72,71,73,90.38,72,91,102.2,1,0.4,0.770952381,1.178095238,1.63047619,2.015238095
2016-10-01,88.3,-0.1,96.9,106.4,13969.5,100.2,2038.4,0.11,93.1,94.6,96.1,10237.5,91.8,99.3,36149.3,25237.8,89.9,89.1,2.2,5817.4,26497.3,1.5,3.3,9.2,8.5,3.3,2,2.1,2.1,0,453268.4,3398.8,2.6,96.379,96.389,96.604,1.25,1144.5,113.474695,0,4.9,241.741,0.23426875,1.685924966,241.741,2.204555151,0.120558427,1.23,75.25,국정농단,108.0641248,트럼프 당선,99.7,99.8,71,71,72,91.4,72,92,102.5,1,0.4,0.843,1.272,1.7645,2.1705
2016-11-01,88.7,1.5,96.2,108.7,13013.5,100.5,2020.1,0.27,93.6,96,95.7,10459.7,91.8,100.7,36744.4,25234.5,90.1,88.9,2.1,5860,26505.3,1.5,3.1,7.6,8.1,3,1.7,2,2.1,0,453268.4,3398.8,2.6,96.237,96.257,96.51,1.25,1169.1,116.107515,0,4.7,242.026,0.117894772,1.684333472,242.026,2.14542194,0.136066982,1.23,105.8,국정농단,254.1013278,트럼프 당선,100,99.9,73,72,73,91.49,60,90,95.9,1,0.41,0.9795,1.596,2.142,2.537
2016-12-01,89.1,3.7,95.1,111.3,12609,100.2,2013.2,0.45,94,96.8,95.6,10574.8,93.1,101.5,36354.6,25274.5,90.3,87.6,2.1,5883.2,26559.6,1.6,3.2,8.7,8.4,3,1.9,1.8,2.1,0,453268.4,3398.8,2.6,96.342,96.143,96.633,1.25,1207.7,117.9048286,0,4.7,242.637,0.252452216,2.050798912,242.637,2.197123661,0.175965304,1.22,109.12,일본 수출 규제,161.4247862,미중 무역전쟁,100.2,100.1,73,72,74,94.33,55,89,94.2,1,0.54,1.196666667,1.959047619,2.491904762,2.835238095
2017-01-01,89.5,7.2,95,112.7,11108.8,100,2021.7,0.58,94.6,98.8,96,10634.4,92.9,103.2,36572,25294.4,90.5,86.7,2.1,5895.2,26584.5,1.6,3.7,9.9,8.5,3.3,2.1,2.2,4.7,0,433086.1,3574,3.1,97.366,96.823,97.228,1.25,1162.1,117.7860789,0,4.7,243.618,0.404307669,2.510393348,243.618,2.250209222,0.218870038,1.24,110.78,일본 수출 규제,195.0406301,미중 무역전쟁,100.6,100.2,74,75,74,98.53,51,87,93.3,1,0.65,1.2065,1.9165,2.4325,2.7475
2017-02-01,90,8.8,95.8,113.1,13251.6,99.6,2055.4,0.62,94.9,98.8,96.3,10679.5,93.4,102.1,37173.5,25335.8,90.7,86.1,2.2,5926.8,26621.7,1.7,4.9,10,12.4,3.7,2.6,2.3,7,0,433086.1,3574,3.1,97.632,97.021,97.483,1.25,1130.7,116.1203368,0,4.6,244.006,0.159265736,2.810361681,244.006,2.235346829,0.212003977,1.23,90.03,일본 수출 규제,177.777717,미중 무역전쟁,100.7,100.4,74,76,73,98.12,55,88,94.5,1,0.66,1.201052632,1.901578947,2.418947368,2.763684211
2017-03-01,90.4,9.3,97.8,113.4,12355.5,99.7,2093.6,0.63,95.3,99.9,96.5,10897.4,93,101.7,37812.3,25373.2,91,86.6,2.2,6032,26648.5,1.7,4.1,11.3,11.3,3.8,2.5,2.1,2.7,0,433086.1,3574,3.1,97.565,97.002,97.502,1.25,1118.4,115.6553826,0,4.4,243.892,-0.046720163,2.441196237,243.892,2.045845482,-0.021514116,1.23,92.69,일본 수출 규제,154.6096951,미중 무역전쟁,100.9,100.5,78,79,76,100.7,59,89,97,1,0.79,1.313043478,2.013478261,2.48173913,2.83173913
2017-04-01,90.8,7.5,99.1,113.1,13839,100.3,2126.4,0.65,95.6,99.5,96.6,11076.7,93.3,100.8,38385.1,25415.8,91.3,87.6,2.2,6113.8,26685.2,1.6,4.2,10,11.3,4,2.7,2.3,2.4,0,454226.7,3574,2.8,97.442,97.116,97.597,1.25,1137.9,114.769785,0,4.4,244.193,0.123415282,2.176223472,244.193,1.896565011,0.112774165,1.23,72.88,일본 수출 규제,157.6765228,미중 무역전쟁,100.9,100.6,80,83,78,114.09,69,90,101.6,1,0.9,1.241052632,1.824210526,2.297368421,2.667368421
2017-05-01,91,4.3,100.1,113.9,11615.6,100.8,2199.4,0.66,95.9,99.6,97,11126.6,93,101.4,39159.6,25435.5,91.6,89.1,2.1,6088.2,26695.2,1.6,3.6,5.8,9.5,3.1,2.3,2.3,2.3,0,454226.7,3574,2.8,97.546,97.342,97.786,1.25,1119.5,114.2607318,0,4.4,244.004,-0.077397796,1.856343167,244.004,1.737093191,0.080803417,1.23,72.11,일본 수출 규제,129.8880577,미중 무역전쟁,101.1,100.7,80,82,79,115.67,82,92,108.8,1,0.91,1.301818182,1.836818182,2.303636364,2.695909091
2017-06-01,91.5,2.2,100,115.1,12542.3,101.3,2278.1,0.64,96.1,98.5,97.2,11031.1,93.5,101.6,40057.4,25426.5,91.8,89.7,2,6107.4,26684.9,1.6,3.8,9.2,10.5,3.2,2.1,2.5,2.3,0,454226.7,3574,2.8,97.338,97.333,97.729,1.25,1144.1,112.7613727,0,4.3,244.163,0.065162866,1.64056581,244.163,1.699119334,0.125681104,1.24,86.17,일본 수출 규제,120.638462,미중 무역전쟁,101.1,100.9,77,78,75,111.37,93,94,112,1,1.04,1.342272727,1.774090909,2.186818182,2.54
2017-07-01,91.8,1,99.8,116.5,10855,101.9,2362.3,0.67,96.3,98.3,97.5,11084.1,93.5,102.2,39586.9,25445,92,89.8,1.9,6261.5,26699.4,1.6,3.4,10.3,9.2,2.9,1.9,2.2,2.4,0,473427.5,3574,3.9,97.499,97.55,97.984,1.25,1119,111.061735,0,4.3,244.243,0.032764997,1.725107351,244.243,1.676962744,0.09493696,1.24,77.95,일본 수출 규제,141.138335,미중 무역전쟁,101,100.9,78,78,79,111.31,96,95,112.1,1,1.15,1.3725,1.872,2.318,2.6505
2017-08-01,92.2,1.5,99.7,117,11537.1,102.1,2385.8,0.69,96.5,97.8,97.9,11050.9,93.4,102.8,40085.4,25445.3,92.3,89.5,1.9,6517.6,26710.8,1.6,3.6,9.8,9.4,3.3,2.1,2.4,2.3,0,473427.5,3574,3.9,98.058,97.616,98.126,1.25,1127.8,109.9073478,0,4.4,245.183,0.384862616,1.928121557,245.183,1.655241262,0.21826696,1.23,76.22,일본 수출 규제,137.8597036,미중 무역전쟁,101.1,101,77,78,75,96,93,94,110.8,1,1.16,1.335217391,1.776521739,2.209130435,2.552173913
2017-09-01,92.4,1.8,99.4,115.2,11584.3,101.8,2385.6,0.73,96.9,98.3,98.4,11203.7,93.8,103.2,39803.6,25471.7,92.6,89.8,1.9,6565,26744.5,1.6,3.3,6.3,9.3,2.8,1.9,2.3,2,0,473427.5,3574,3.9,98.172,97.493,97.965,1.25,1145.4,108.855885,0,4.3,246.435,0.510638992,2.18056523,246.435,1.595389846,0.109687766,1.25,77.97,일본 수출 규제,116.6200175,미중 무역전쟁,101.2,100.9,81,83,79,101.27,87,94,108.5,1,1.15,1.3845,1.7975,2.202,2.53
2017-10-01,92.8,1.3,100.3,113.9,12222.3,101.2,2409,0.84,97,98.5,98.5,11238.9,94.1,103.7,39484.9,25476.3,92.8,90.9,1.9,6408.5,26762.7,1.6,3.2,6.3,8.7,3,1.8,2,2.3,0,474957.9,3574,2.9,98.077,97.682,98.145,1.25,1120.4,110.8913048,0,4.2,246.626,0.077505225,2.020757753,246.626,1.759639081,0.282423303,1.24,70.01,일본 수출 규제,125.8658439,미중 무역전쟁,101.1,101,78,81,76,109.8,91,94,110,2,1.15,1.54952381,1.980952381,2.36,2.649047619
2017-11-01,93,-0.3,101,111.6,11237.1,100.5,2462.7,0.95,97.4,99,98.3,11233.2,95.7,103.9,39614.2,25496.4,93,91.5,1.9,6326.5,26786.4,1.6,3.1,5.7,9.4,2.9,1.8,1.6,1.9,0,474957.9,3574,2.9,97.347,97.314,97.805,1.5,1088.2,111.165785,0,4.2,247.284,0.266800743,2.172493864,247.284,1.737607273,0.11438669,1.26,72.5,일본 수출 규제,111.2826865,미중 무역전쟁,101.3,100.9,80,83,79,116.95,98,96,113.2,1,1.16,1.696666667,2.05,2.353333333,2.602380952
2017-12-01,93.1,-5.4,101.9,109.5,11576.2,99.8,2494.7,0.97,97.2,98.4,98,11119.1,95.8,102.8,39555.3,25507.2,93.3,92.7,1.8,6368.1,26821.9,1.7,3.3,7.1,9.3,3,1.8,1.9,2.5,0,474957.9,3574,2.9,97.698,97.484,97.965,1.5,1070.5,110.87863,0,4.1,247.805,0.210688924,2.12993072,247.805,1.770166453,0.208024711,1.51,73.77,일본 수출 규제,140.3501816,미중 무역전쟁,100.9,100.7,81,81,81,109.22,95,94,111.8,1,1.3,1.844,2.182,2.4025,2.597
2018-01-01,93.4,-8.5,101,112.7,13370.6,98.7,2507.4,0.95,97.6,98.4,98.3,11292,96.8,102.1,39739,25530.4,93.6,93.1,1.6,6567.7,26866.8,1.8,3.7,11.1,8.6,3.1,2.2,2.2,4.6,0,449357.8,3678.2,2.9,98.106,97.673,98.192,1.5,1067.9,108.3600476,0,4,248.859,0.425334436,2.151318868,248.859,1.891267113,0.338124744,1.49,83.37,일본 수출 규제,160.9672048,미중 무역전쟁,101,100.7,78,77,80,112.79,90,94,111,1,1.41,2.031904762,2.381904762,2.583809524,2.734285714
2018-02-01,93.6,-10.6,100.7,114.1,14162.4,98.4,2475.9,0.93,97.8,98.6,98.8,11339.6,96.9,101.5,40390.3,25515,93.9,93.5,1.5,6693.5,26851.2,1.8,4.6,11.7,9.6,3.2,2.6,2.5,8,0,449357.8,3678.2,2.9,98.855,98.06,98.608,1.5,1082.8,107.6533737,0,4.1,249.529,0.26922876,2.263468931,249.529,1.877704205,0.198664598,1.49,72.57,일본 수출 규제,114.7555583,미중 무역전쟁,101,100.7,77,75,79,105.06,89,94,109.3,1,1.42,2.175263158,2.599473684,2.858947368,3.016842105
2018-03-01,93.9,-10.8,99.4,115.3,14009.7,97.6,2470.5,1,98,99,99.1,11169.6,98.1,101.1,40392.8,25511,94.1,94,1.5,6742,26824.9,1.8,4.5,11.6,11.6,3.7,2.8,2.8,3.8,0,449357.8,3678.2,2.9,98.751,98.248,98.807,1.5,1063.5,107.950605,0,4,249.577,0.019236241,2.330949765,249.577,2.122784366,0.218997227,1.49,82.81,일본 수출 규제,187.0958899,미중 무역전쟁,101,100.6,77,74,79,103.38,87,95,109.2,1,1.51,2.275714286,2.62952381,2.842380952,2.973333333
2018-04-01,93.8,-10.5,99.5,111.6,11250.7,96.9,2449.6,1.01,98.1,99.8,99.5,10900,98.6,101.1,40414.9,25491.2,94.4,94.7,1.7,6736.8,26791.7,1.8,4.1,10.3,10.7,3.7,2.7,2.6,2.7,0,472929.4,3678.2,3.1,98.931,98.494,98.996,1.5,1068,107.9461381,0,4,250.227,0.260440666,2.470996302,250.227,2.150644636,0.140086081,1.47,72.54,일본 수출 규제,139.0353864,미중 무역전쟁,100.9,100.4,79,77,80,105.14,86,95,108.2,1,1.69,2.384285714,2.701904762,2.869047619,2.95952381
2018-05-01,94.1,-7.7,99.7,111.9,11474.2,95.6,2457,1,98.2,100.4,99.5,10809.8,98.4,101.6,40520.2,25488.7,94.6,95.2,1.7,6717.1,26798.2,1.8,4,9,10.6,3.7,2.4,2.6,2.4,0,472929.4,3678.2,3.1,98.979,98.626,99.137,1.5,1077.7,111.0493773,0,3.8,250.792,0.225794978,2.781921608,250.792,2.272998449,0.200678019,1.5,78.85,일본 수출 규제,162.2766973,미중 무역전쟁,100.8,100.4,81,78,84,105.63,89,95,109.1,1,1.7,2.511818182,2.816818182,2.977727273,3.051818182
2018-06-01,94.3,-5.7,100.5,110.4,11002.7,94.8,2438,0.98,98.5,101.3,99.8,10819,98,102.9,40182.1,25472,94.9,95.6,1.8,6833.9,26791.7,1.8,3.7,6.8,9.1,3.5,2.3,2.6,2.4,0,472929.4,3678.2,3.1,98.779,98.541,98.958,1.5,1114.5,112.847019,0,4,251.018,0.090114517,2.807550694,251.018,2.245517307,0.098776955,1.49,90.77,일본 수출 규제,134.402771,미중 무역전쟁,100.8,100.4,80,80,80,101.77,84,94,106.5,1,1.82,2.533333333,2.775714286,2.912380952,2.977619048
2018-07-01,94.5,-4.8,99.1,110.7,11979.6,94.7,2380,0.94,98.5,101.4,100,10735.5,98,103.1,40308.5,25447,95.1,95.3,1.7,6902.8,26769.2,1.8,3.7,10.7,9.2,3.5,2.5,2.4,2.2,0,485723.8,3678.2,2.4,98.59,98.305,98.967,1.5,1118.7,113.0628667,0,3.8,251.214,0.07808205,2.854124786,251.214,2.267595293,0.116550569,1.49,96.94,일본 수출 규제,176.2050781,미중 무역전쟁,100.7,100.3,75,74,76,91.39,77,91,101.9,1,1.91,2.606666667,2.777619048,2.889047619,2.944761905
2018-08-01,94.4,-5.5,97.4,107.9,10543.8,95,2320.9,0.85,98.6,101.4,100.1,10658.4,98.2,103.5,40155.9,25419.4,95.2,95.5,1.6,6862.9,26753.9,1.8,4,11.4,9.9,3.7,2.7,2.9,2.3,0,485723.8,3678.2,2.4,99.462,98.456,99.137,1.5,1112.9,113.8343522,0,3.8,251.663,0.178732077,2.642923857,251.663,2.120894133,0.074505528,1.5,99.07,일본 수출 규제,114.9613709,코로나19,100.6,99.9,74,73,74,96.4,70,89,99.9,1,1.91,2.635652174,2.767826087,2.889130435,2.970434783
2018-09-01,94.6,-5,97,106.5,10932,94.9,2291.8,0.73,98.4,100.9,100.3,10552.8,97.7,103.4,39557.8,25424.3,95.4,95.3,1.5,6732.9,26767,1.8,3.6,5.9,9,3.6,2.4,2.4,2.5,0,485723.8,3678.2,2.4,100.221,98.777,99.062,1.5,1109.3,114.0817737,0,3.7,252.182,0.20622817,2.332055106,252.182,2.19768049,0.184961864,1.54,91.02,일본 수출 규제,120.9851907,코로나19,100.2,99.7,75,73,76,101.08,64,90,100.8,1,1.95,2.767894737,2.893684211,3.004210526,3.084736842
2018-10-01,94.7,-4.1,96.8,104.8,10363.1,94.2,2248.2,0.66,98.5,101.1,100.6,10375.4,97.5,103.9,39490.9,25445.5,95.7,96.1,1.6,6950.5,26800.6,1.8,3.5,5.8,8.5,3.3,2.4,2.4,2.3,0,490181.6,3678.2,3.2,100.041,98.862,99.137,1.5,1139.6,114.8336909,0,3.8,252.772,0.233958014,2.49203247,252.772,2.126409126,0.212487615,1.52,102.35,일본 수출 규제,136.1146533,코로나19,100,99.5,73,71,76,87.38,67,91,100.1,2,2.19,2.860909091,3.000454545,3.152272727,3.266363636
2018-11-01,94.7,-6,96,103.4,10918.4,93.9,2181.4,0.59,98.6,100.4,100.4,10140.8,97.7,103.4,40072.8,25515.5,96.1,97.2,1.6,6997.9,26877.6,1.8,3.2,4.7,8.1,2.9,2.2,2.2,2.3,0,490181.6,3678.2,3.2,99.33,98.692,99.015,1.75,1121.2,116.1714,0,3.8,252.594,-0.070419192,2.147328578,252.594,2.215384373,0.20160901,1.51,113.99,일본 수출 규제,164.9422023,코로나19,99.9,99.2,74,73,74,93.82,62,90,96.6,1,2.2,2.859,2.947,3.117,3.268
2018-12-01,94.7,-6.6,94.4,101,11294.5,94.4,2102.3,0.43,98.6,99.8,100.2,10063,98.5,103,40367.4,25515.6,96.5,98.7,1.6,7185.8,26908.1,1.9,3.4,9.2,8.6,2.8,2.3,2.4,2.6,0,490181.6,3678.2,3.2,98.988,98.711,98.996,1.75,1115.7,116.2146684,0,3.9,252.767,0.068489354,2.002380904,252.767,2.248529551,0.240518966,1.77,120.01,일본 수출 규제,226.5768878,코로나19,99.7,99,72,71,73,92.51,62,89,97.7,1,2.27,2.676315789,2.681578947,2.832631579,2.976315789
2019-01-01,94.8,-6.7,93.4,99,11876.8,94.9,2085.1,0.26,99,98.7,100.2,10321,99.8,103.3,40827.6,25516.3,96.7,98.8,1.5,7175.7,26936.4,1.9,4.5,11.9,8.7,3,2.6,2.9,7.4,0,455551.1,3721.8,1.9,98.884,98.881,99.223,1.75,1112.7,114.4439,0,4,252.718,-0.019385442,1.550677291,252.718,2.148085453,0.239557338,1.75,124.97,일본 수출 규제,284.1359377,코로나19,99.9,98.9,69,67,71,97.39,65,90,98.4,1,2.4,2.543333333,2.536190476,2.713809524,2.89047619
